centre_code,centre_name,city,state,pin,lat,lon,pin_place,pin_state,source
IND305001AAC,Ajmer_FoySGRRD_I (Rajasthan),Ajmer,Rajasthan,305001,26.4475,74.6288,"Alwar Gate Ajmer, Dargha Shareef Ajmer, Dhan Mandi Ajmer, Ashok Marg Ajmer, Ajmer H.O, Shastri Nagar (Ajmer), Bhajan Ganj Ajmer, Raj. Edu. Board Ajmer, RPSC Ajmer, Jones Ganj Ajmer, Kaiser Ganj Ajmer, Loco Work Shop Ajmer, Kutchery (Ajmer), Session Court Ajmer, Ganj Ajmer, Gujar Dharti Ajmer, Naya Bazar (Ajmer), Jln Hospital Ajmer, Nagra Ajmer",Rajasthan,geonames-pin
IND110044AAB,Del_Okhla_PC (Delhi),Del,Delhi,110044,28.5027,77.3084,"Pul Pahladpur, Jaitpur, Tugalkabad, Badarpur (South Delhi), BTPS (South Delhi), Molarband, Tugalkabad Railway Colony, Jaitpur (South Delhi), Lal Kuan, Meethapur",Delhi,geonames-pin
IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),Chandigarh,Punjab,160002,30.7465,76.7417,"Hallomajra, Ram Darbar, Ind Area Chandigarh",Chandigarh,geonames-pin
IND000000ACK,Hyderabad_Chikdply_C (Telangana),Hyderabad,Telangana,000000,,,,,
IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),Ludhiana,Punjab,000000,,,,,
IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),Kanpur,Uttar Pradesh,209304,26.4057875,80.1185375,"Parsauli, Rania, Fatehpur Roshnai, Bisayakpur, Binour, Raipur Kukhat, Jugrajpur, Sachendi",Uttar Pradesh,geonames-pin
IND131028AAB,Sonipat_Kundli_H (Haryana),Sonipat,Haryana,131028,28.8664,77.143575,"Sersa, Kundli, Industrial Estate Kundli, Janti Kalan",Haryana,geonames-pin
IND400011AAA,LowerParel_CP (Maharashtra),LowerParel,Maharashtra,400011,18.9833,72.8333,"Chinchpokli, BPC  Jacob Circle, Agripada, Jacob Circle, Haines Road",Maharashtra,geonames-pin
IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),Vijayawada,Andhra Pradesh,521225,16.5412,80.5784,Gollapudi,Andhra Pradesh,geonames-pin
IND302014AAB,Jaipur_Central_I_7 (Rajasthan),Jaipur,Rajasthan,302014,,,,,
IND422011AAD,Nashik_TgrniaRD_I (Maharashtra),Nashik,Maharashtra,422011,20.2597,74.0726,Dwarka Corner,Maharashtra,geonames-pin
IND507002AAA,Khammam_NSTRoad_I (Telangana),Khammam,Telangana,507002,17.359218181818182,80.16852727272727,"Raghunadhapalem, Industrial Area (Khammam), Gopalapuram, Collectorate (Khammam), Y.C. Roads, Kaikondaigudem, Khanapuram Haweli, Koyachelaka, Nsc Campus, Tekulapalli, Ballepalli",Telangana,geonames-pin
IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),Bengaluru,Karnataka,560300,13.2257,77.575,Bangalore International Airport,Karnataka,geonames-pin
IND560058AAB,Bengaluru_Peenya_IP (Karnataka),Bengaluru,Karnataka,560058,13.225699999999998,77.575,"Peenya I Stage, Laggere, Peenya Small Industries",Karnataka,geonames-pin
IND600044AAD,Chennai_Chrompet_DPC (Tamil Nadu),Chennai,Tamil Nadu,600044,12.8072125,80.0591125,"Nehrunagar, Nagalkeni, Ganapathipuram Chromepet, Bharathipuram (Kanchipuram), Radhanagar (Kanchipuram), Nemilichery, Lakshmipuram, Chromepet",Tamil Nadu,geonames-pin
IND380021AAA,AMD_Rakhial (Gujarat),AMD,Gujarat,380021,22.9764,72.836,"Gomtipur, Rajpur Gomtipur",Gujarat,geonames-pin
IND000000AFT,Mumbai_Sanpada_I (Maharashtra),Mumbai,Maharashtra,000000,,,,,
IND110043AAA,Delhi_Nangli_IP (Delhi),Delhi,Delhi,110043,28.60558823529412,76.99456470588235,"Gopal Nagar, Shyam Vihar, Arjun Park, Baprola, Najafgarh, Kair, Khaira, Daulatpur, Dindarpur, Rewla Khanpur, Tilangpur Kotla, Pandwala Kalan, Dichaun Kalan, Jhatikara, Surehra, Papravat, Mitraon",Delhi,geonames-pin
IND600032AAB,Chennai_Hub (Tamil Nadu),Chennai,Tamil Nadu,600032,13.0659,80.2365,"Ekkaduthangal, Guindy Industrial Estate",Tamil Nadu,geonames-pin
IND151001AAA,Bhatinda_DPC (Punjab),Bhatinda,Punjab,151001,30.1826,75.0416,"Bathinda H.O, Kamla Nehru Colony Bathinda, Nai Basti Bathinda, M.R.S.T.U Bathinda, Ind. Estate Bathinda",Punjab,geonames-pin
IND412105AAC,Pune_North_D_3 (Maharashtra),Pune,Maharashtra,412105,18.662457142857143,73.92317142857144,"Dhanore, Alandi Devachi, Charoli BK, Moshi, Chimbli, Solu, Markal",Maharashtra,geonames-pin
IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),Noida,Uttar Pradesh,201301,28.60875,77.51740000000001,"Noida Sector 27, Noida Sector 12, Noida H.O, Noida Sector 16",Uttar Pradesh,geonames-pin
IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),Kolhapur,Maharashtra,416012,16.4704,74.1612,"Mangalwar Peth (Kolhapur), Babujamal, Shivaji Peth, Kolhapur City H.O, Rankala",Maharashtra,geonames-pin
IND122004AAA,Gurgaon_Begumpur_CP (Haryana),Gurgaon,Haryana,122004,28.40768333333333,76.98363333333333,"Sikanderpur, Sikohpur, Khandsa, Kherki Daula, Lakhnaula, Narsinghpur",Haryana,geonames-pin
IND140901AAA,Chandigarh_Mullanpr_DC (Chandigarh),Chandigarh,Chandigarh,140901,30.779680000000003,76.68244,"Parol, Kuda Jassu, Mullanpur, Jayanti Devi, Rani Majra",Punjab,geonames-pin
IND121004AAB,FBD_Balabhgarh_DPC (Haryana),FBD,Haryana,121004,28.31958695652174,77.34871739130435,"Machhgar, Dayalpur, Dhauj, Panhera Khurd, Sagarpur, Mohna, Pali, Atali, Fatehpur Billoch, Gadpuri, Faridabad Sector 3, Baroli, Chawla Colony Ballabgarh, Chhainsa, Seekri, Deeg, N.T.P.C./sector-10 Faridabad, Neemka, Jawan, Gonchhi, Fatehpur Tagga, Ballabgarh, Amarpur",Haryana,geonames-pin
IND400102AAC,Mumbai_Jogshwri_I (Maharashtra),Mumbai,Maharashtra,400102,18.9808,72.8338,"Jogeshwari West, Oshiwara",Maharashtra,geonames-pin
IND712310AAE,Kolkata_North_I_4 (West Bengal),Kolkata,West Bengal,712310,22.6685,88.291,"Chakundi, Dankuni Coal Complex",West Bengal,geonames-pin
IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),Muzaffrpur,Bihar,842001,26.1511,85.3308,"Bihar University, Malighat Maniari, Kalyani, S.S.K.Bhawan, Amgola, Motijheel (Muzaffarpur), Pakki Sarai, Purani Bazar, Raj Narayan Singh Inter College, Saraiyaganj, Sikandarpur (Muzaffarpur), Muzaffarpur Court, Muz. Collectorate, Imlichatti, B.M.P-VI, Muzaffarpur H.O",Bihar,geonames-pin
IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),Anantapur,Andhra Pradesh,515004,14.498354545454545,77.57699090909091,"Rudrampeta, Rajiv Colony, Georgepet, Tapovanagar, Ramnagar (Ananthapur), Rachanapalli, Narasanenikunta, Kakkalapalli Colony, Somaladoddi, A Narayanapuram, Motilal Street",Andhra Pradesh,geonames-pin
IND560043AAC,HBR Layout PC (Karnataka),,Karnataka,560043,13.225699999999998,77.575,"Banaswadi, Kalyananagar, Jalavayuvihar",Karnataka,geonames-pin
IND713205AAB,Durgapur_Central_I_1 (West Bengal),Durgapur,West Bengal,713205,23.4278,87.7677,"Durgapur Steel Town East, Dhabani, Durgapur Sepco  Township",West Bengal,geonames-pin
IND403726AAA,Goa_Hub (Goa),Goa,Goa,403726,15.2046,73.9732,Zuarinagar,Goa,geonames-pin
IND560002AAA,Bengaluru_KHRoad_I (Karnataka),Bengaluru,Karnataka,560002,13.2257,77.575,"Bangalore Corporation Building, Bangalore City",Karnataka,geonames-pin
IND834002AAB,Ranchi_Hub (Jharkhand),Ranchi,Jharkhand,834002,23.3853,85.2923,"Hindustan Steel Colony, AG Jharkhand, Nibaranpur, Harmu Housing Colony, Jharkhand High Court, Kadru, Ashok Nagar (Ranchi), Doranda H.O, Ranchi Airport, Hinoo",Jharkhand,geonames-pin
IND742102AAB,Berhampore_Central_I_2 (West Bengal),Berhampore,West Bengal,742102,24.110700000000005,88.0112,"Cossimbazar Raj, Nowdapanur, Hatinagar, Gazdharpara, Nograjole, Sundipur, Boaliadanga, Muktinagar, Bishnupur Kalibari, Banjetia, Chunakhali Nimtala",West Bengal,geonames-pin
IND854326AAB,Purnia_Central_H_2 (Bihar),Purnia,Bihar,854326,25.7807125,87.5777875,"Barsauni, Siarkhan, Belouri, Pokharia Benguabad, Dagrua Hat, Gulabbagh, Mahalbari, Mohankunda",Bihar,geonames-pin
IND573201AAB,Hassan_Pandrnga_I (Karnataka),Hassan,Karnataka,573201,13.0269,76.1011,"K R Puram Ext(Hassan), Santhepet Hassan, Pension Mohalla, Gandhibazar (Hassan), Thannirhalla, Hassan H.O, Eastern Extn, District Office, Channapatna Extn, Hosakoppalu",Karnataka,geonames-pin
IND781018AAB,Guwahati_Hub (Assam),Guwahati,Assam,781018,26.118,91.4061,Binovanagar,Assam,geonames-pin
IND140301AAA,Chandigarh_Kharar_DC (Chandigarh),Chandigarh,Chandigarh,140301,30.974380000000004,76.54350000000001,"T.C.Kharar, Daun Majra, Roorkee Pukhta, Tewar, Jandpur, Naya Shehar, Cholta Khurd, Radiala, Kharar, Palheri",Punjab,geonames-pin
IND302014AAA,Jaipur_Hub (Rajasthan),Jaipur,Rajasthan,302014,,,,,
IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka),Gulbarga,Karnataka,585104,17.268513333333335,76.8663,"Keriambalga, Chinchansoor, Syed Chincholi, GB Mominpura, GB N Gunj, Kalhangarga, Kapanoor, GB Darga, Kumsi, Ganjankhed, Karhari, Sultanpur, Asta, GB Shivajinagar, Kamalnagar",Karnataka,geonames-pin
IND577002AAA,Davangere_Central_I_1 (Karnataka),Davangere,Karnataka,577002,14.399116666666666,75.94289166666665,"Bethur, Davanagere City, Devarabelakere, Jayadeva Circle-Davanagere, Mudahadadi, Shyagale, Kasturaba Extension, Kolkunte, Basavanahal, Kadajji, Lokikere, Belavanur",Karnataka,geonames-pin
IND282002AAD,,,Uttar Pradesh,282002,27.02876875,78.1045875,"Gokulpura, Malviya Kunj, Lajpat Kunj, Loha Mandi, Civil Line (Agra), Civil Court (Agra), B.M. Khan, Jagdish Pura, Billoch Pura, T.P. Nagar, N.M.Palika, Raja Mandi, R.B.S.College, Sanjay Place, Khandri, Medical College (Agra)",Uttar Pradesh,geonames-pin
IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),Vadodara,Gujarat,390022,22.4024,73.0806,"Virod, Harni, Amaliyara, Harni Colony, Dena",Gujarat,geonames-pin
IND712311AAA,Kolkata_Dankuni_HB (West Bengal),Kolkata,West Bengal,712311,22.6685,88.291,"Dankuni Housing Complex, Dankuni, Garalgacha, Mrigala",West Bengal,geonames-pin
IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),Srikakulam,Andhra Pradesh,532001,18.5786,83.9881,"Srikakulam Town, Srikakulam Official Colony, Srikakulam Collectorate, Srikakulam Market, Srikakulam New Colony, Srikakulam District Court, Srikakulam Zilla Parishad, Srikakulam H.O",Andhra Pradesh,geonames-pin
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),Gurgaon,Haryana,000000,,,,,
IND401209AAB,Mumbai_Vasai_CP (Maharashtra),Mumbai,Maharashtra,401209,19.36,73.3279,Nallosapare E,Maharashtra,geonames-pin
IND560060AAB,Bengaluru_Kengeri_IP (Karnataka),Bengaluru,Karnataka,560060,13.225699999999998,77.575,"Sulikere, Chudenapura, Kengeri",Karnataka,geonames-pin
IND500039AAC,Hyderabad_Uppal_I (Telangana),Hyderabad,Telangana,500039,17.27435,78.4442,"Peerzadiguda, Uppal (K.V.Rangareddy)",Telangana,geonames-pin
IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),Rudrapur,Uttarakhand,263153,28.9891,79.3586,"Chattarpur, T.C. Rudarpur, Bhurarani, Danpur, COLLECTORATE PARISAR, Rudarpur, Khanpur, 31 Bn PAC Rudarpur",Uttarakhand,geonames-pin
IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),Dhanbad,Jharkhand,826004,23.8293,86.4719,"Yadavpur, Kalyanpur, Murradih, Indian School Of Mines, Nagnagar, Damodarpur",Jharkhand,geonames-pin
IND560048AAB,Bengaluru_Hoodi_IP (Karnataka),Bengaluru,Karnataka,560048,13.2257,77.575,"Hoodi, Mahadevapura",Karnataka,geonames-pin
IND411033AAA,Pune_Tathawde_H (Maharashtra),Pune,Maharashtra,411033,18.78136,74.93964,"Thergaon, Chinchwadgaon, Thathawade, Jambhe, Punawale",Maharashtra,geonames-pin
IND384205AAA,Mehsana_Panchot_IP (Gujarat),Mehsana,Gujarat,384205,23.5978,72.4824,"Chhathiarda, Nugar, Palodar, Aloda, Panchot",Gujarat,geonames-pin
IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),Karimnagar,Telangana,505001,18.3624,79.1723,"Dist. Court Building, Jublikaman, Ramnagar (Karim Nagar), Collectorate Complex, Karimnagar H.O, Jawaharnagar (Karim Nagar)",Telangana,geonames-pin
IND211002AAB,Allahabad_Central_H_1 (Uttar Pradesh),Allahabad,Uttar Pradesh,211002,25.49320909090909,81.8796,"Subhash Ngr, Allahabad Kty. H.O, Distt.Board, K G Marg, Indian Press, University (Allahabad), Prayag, Katra (Allahabad), Rajapur (Allahabad), Kamlanagar, George Town",Uttar Pradesh,geonames-pin
IND627005AAA,Tirunelveli_VdkkuSrt_I (Tamil Nadu),Tirunelveli,Tamil Nadu,627005,8.7008,77.7066,"Melapalayam (Tirunelveli), Melapalayam Bazaar(Tirunelveli",Tamil Nadu,geonames-pin
IND560078AAC,BLR_JPNagar_Pc (Karnataka),BLR,Karnataka,560078,13.225699999999998,77.575,"JP Nagar III Phase, J P Nagar, Yelachenahalli",Karnataka,geonames-pin
IND842003AAB,Jabalpur_Adhartal_IP (Madhya Pradesh),Jabalpur,Madhya Pradesh,842003,26.1511,85.3308,"Maripur, M.I.T.",Bihar,geonames-pin
IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,530012,17.8817,83.3409,"Jaggayyapalem, Tunglam, Sheelanagar, Mindi, B H P V, Visweswarayanagar, Autonagar",Andhra Pradesh,geonames-pin
IND332001AAB,Sikar_FatehpRd_I (Rajasthan),Sikar,Rajasthan,332001,27.64966,75.36999999999999,"Bhaironpura, Kanwarpura, Sabalpura, Sikar H.O, Nathawatpura, Mochiwara, Fatehpuri Gate, Bajaj Road-Sikar, Gandhinagar (Sikar), Devipura",Rajasthan,geonames-pin
IND517501AAB,Tirupati_Balajicly_I (Andhra Pradesh),Tirupati,Andhra Pradesh,517501,13.747458333333334,79.16399166666667,"Tirupati East, Tirupati South, Tirupati West, Tiruchanoor Road, Bhavani Nagar, D.N.Choultry, Kapilateertham Road, Korlagunta, Jagannathapuram, Tirupati H.O, Tirupati Bazar, R.T.C.Bus Stand",Andhra Pradesh,geonames-pin
IND533106AAA,Rajamundry_AtoNgrRd_I (Andhra Pradesh),Rajamundry,Andhra Pradesh,533106,17.4131,82.239,"Spinning Mills Centre, APHB Colony, Prakasamnagar",Andhra Pradesh,geonames-pin
IND273014AAB,Gorakhpur_Matriprm_IP (Uttar Pradesh),Gorakhpur,Uttar Pradesh,273014,26.7339,83.3717,"Jangle Dhushar, Jangle Tulshiram, Jangle Laxmipur, Jangle Salikram, Pac Camp",Uttar Pradesh,geonames-pin
IND362001AAA,Junagadh_DPC (Gujarat),Junagadh,Gujarat,362001,21.3729,70.4136,"Junagadh Girnar Road, Junagadh Mangnath Road, Junagadh Azad Chowk, Junagadh PTC, Junagadh H.O, Junagadh Agri Campus, Junagadh Sardarbag, Junagadh Station Road",Gujarat,geonames-pin
IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),Bhopal,Madhya Pradesh,462022,23.478,77.3961,"Khajuri Kalan, Kolua Khurd, Barkheda H.E., Kokata, Bhel H.O, Anand Nagar (Bhopal), Jamunia Kalan",Madhya Pradesh,geonames-pin
IND395023AAA,Surat_HUB (Gujarat),Surat,Gujarat,395023,21.2623,73.0694,Bhestan,Gujarat,geonames-pin
IND142001AAB,Moga_DPC (Punjab),Moga,Punjab,142001,30.7625,75.1742,"Industrial Area Moga, Moga H.O, Gtr Moga",Punjab,geonames-pin
IND503111AAC,Kamareddy_Devenply_I (Telangana),Kamareddy,Telangana,503111,18.696,78.2131,Kamareddy H.O,Telangana,geonames-pin
IND125001AAA,Hisar_ModelTwn_P (Haryana),Hisar,Haryana,125001,29.0755,75.7562,"Hisar H.O, Hisar  Nai Mandi, Hisar Kty, Hisar City, Mini. Sectt,hisar, N A M Hisar, Gju Hisar, H;t;m;hisar, M.C.Hisar, Patel Nager Hisar",Haryana,geonames-pin
IND413002AAA,Solapur_Central_I_2 (Maharashtra),Solapur,Maharashtra,413002,17.756833333333333,75.61544761904763,"Darganhalli, Degaon, Kasegaon, Ingalgi, Tandulwadi, Boramani, Arali, Pathari, Dayanand Collage, Belati, Kavathe, Honsal, Mardi, Solapur Mkt, Tirhe, Ule, Hagloor, Umedpur, Dongaon, Mangalwar Peth (Solapur), Musti",Maharashtra,geonames-pin
IND313001AAB,Udaipur_Mangri_I (Rajasthan),Udaipur,Rajasthan,313001,24.69862962962963,73.62725185185185,"Fatehpur, Balicha, Udaipur Pratapnagar, Udaipur Railway Station, Udaipur Palace Road, Udaipur Naya Sarafa, Udaipur Shastri Circle, Udaipur Fatehpura, Udaipur Rani Road, Saveena, Paner, Bhuwana, Karda, Dakan Kotra, Udaipur Surajpole, Dhinkli, Dhundi, Kathar, Kewda Khurd, Palodara, Piladhar, Royda, Titardi, Udaipur City, Udaipur Macchala Magra, Udaipur Station Road, Udaipur University Campus",Rajasthan,geonames-pin
IND249407AAA,Haridwar (Uttarakhand),,Uttarakhand,249407,29.857333333333333,77.99329999999999,"Arya Nagar (Haridwar), Jwalapur Town, Jwalapur",Uttarakhand,geonames-pin
IND751002AAB,Bhubaneshwar_Hub (Orissa),Bhubaneshwar,Orissa,751002,20.09,85.5114,"Harachandi Sahi, Sisupalgarh, Kedargouri, Kuha, Bhimatangi ND, Gopinathpur, Old Town (Khorda), Itipur, Kalyanpur Sasan, Sundarpada, Kausalyaganga, Santarapur, Bankual",Odisha,geonames-pin
IND474003AAA,Gwalior_HrihrNgr_I (Madhya Pradesh),Gwalior,Madhya Pradesh,474003,25.8606,78.1123,"Hazira Chowk, Gwalior City",Madhya Pradesh,geonames-pin
IND306401AAB,Pali_Nayagaon_I (Rajasthan),Pali,Rajasthan,306401,25.886256,73.430656,"Jadan, Giradra, Sonai Manji, Mandiya, Bhakriwala, Bhangesar, Bhanwari, Bomadara, Jheetra, Manihari, Neembli-uran, Pali City, Pali  Housing Board, Pali Kutchery, Pali Marwar H.O, Pali Railway Station, Pali Veer Durgadas  Nagar, Sardar-samand, Rana, Dari, Rupawas, Hemawas, Kerla, Pali Industrial Estate, Dayalpura",Rajasthan,geonames-pin
IND152026AAA,Muktsar_DPC (Punjab),Muktsar,Punjab,152026,30.4082,74.49195999999999,"Akalgarh, Thandewala, Sammewali, Sanghudhon, Udekaran, Seerwali, Nand Garh, Muktsar Kty, Mangatker, Madrassa, Kanianwali, Jhabel Wali, Goniana Village, Badhai, Lubanian, Lakhewali, Bhagsar, Muktsar, Ballamgarh, Rahurian Wali",Punjab,geonames-pin
IND144001AAB,Jalandhar_DPC (Punjab),Jalandhar,Punjab,144001,31.212100000000003,75.5684,"Bazar Shahidan, Lajpat Nagar (Jalandhar), N R Colony, Fentonganj, Rasta Mohalla, Shakti Nagar (Jalandhar), General Bus Stand (Jalandhar), Railway Road (Jalandhar), Session Court (Jalandhar), S U S Nagar, Sant Nagar (Jalandhar), Jalandhar City H.O",Punjab,geonames-pin
IND424006AAA,Dhule_MIDCAvdn_I (Maharashtra),Dhule,Maharashtra,424006,20.76621666666667,74.70605,"Dhule Midc, Arvi, Dhadre, Laling, Sadgaon, Purmepada",Maharashtra,geonames-pin
IND786181AAC,Margherita_CivilHPL_D (Assam),Margherita,Assam,786181,27.541875,95.6316875,"Margherita, Ketetong, Ulup Gaon, Margherita New Colony, Lamagaon, Dibong, Borgolai, Alubari",Assam,geonames-pin
IND110064AAA,Delhi_Mayapuri_PC (Delhi),Delhi,Delhi,110064,28.62214,77.05038,"Hari Nagar Dadb Block, Hari Nagar (West Delhi), Hari Nagar BE Block, Maya Puri, Mayapuri Shopping Centre",Delhi,geonames-pin
IND821115AAB,Sasaram_Central_I_2 (Bihar),Sasaram,Bihar,821115,25.1261,84.0255,"Sasaram Local Board, New Area Sasaram, Gandhi Path, Sasaram Bazar, Sasaram H.O",Bihar,geonames-pin
IND221010AAA,Varanasi (Uttar Pradesh),,Uttar Pradesh,221010,25.3076,82.9933,"Gdk, H.P.S., Nagar Maha Palika, Mahmoorganj, Khojwa Bazar, Belpco, Luxa, Kamachha, Aurangabad (Varanasi), Sigra, Bhelupura",Uttar Pradesh,geonames-pin
IND211010AAB,Allahabad_Mirapati_L (Uttar Pradesh),Allahabad,Uttar Pradesh,211010,25.5625,81.7615,"Deys Medical Tiraha, I T I,Naini, T S L",Uttar Pradesh,geonames-pin
IND751021AAA,Bhubaneswar_Patia (Orissa),Bhubaneswar,Orissa,751021,20.09,85.5114,Sailashree Vihar,Odisha,geonames-pin
IND600083AAA,Chennai_AshokNagar_DC (Tamil Nadu),Chennai,Tamil Nadu,600083,13.0473,80.2002,"Ashoknagar (Chennai), Jafferkhanpet",Tamil Nadu,geonames-pin
IND263139AAA,Haldwani_PiliKoti_D (Uttarakhand),Haldwani,Uttarakhand,263139,29.1726,79.56770833333333,"Daulatpur, Kishanpur, Kaladhungi Road, Anandpur, Chorgalia, Mota Haldu, Arjunpur, Kamaluwaganja, Dewalchaur, Bhotia Parao, Painth Parao, Haldwani H.O, Fathepur, Kunwarpur, Kathgharia, Bareilly Road, Manpur Paschim, Industrial Estate, Indranagar, Chausala, Chakalua, Bari Mukhani, Lamachaur, Kusumkhera",Uttarakhand,geonames-pin
IND403601AAA,Goa_Margao_Dc (Goa),Goa,Goa,403601,15.317399999999996,73.9387,"Gogol, Gandhi Market Complex Margao, Margao H.O, Aquem, Nuvem",Goa,geonames-pin
IND400072AAI,Mumbai_Chndivli_D (Maharashtra),Mumbai,Maharashtra,400072,18.9808,72.8338,"Vihar Road, Sakinaka",Maharashtra,geonames-pin
IND756019AAA,Balasore_Ganeshwr_D (Orissa),Balasore,Orissa,756019,21.49895,86.91188333333334,"Remuna, Armala, Badapal, Gobindpur, Januganj, Kanrali, Kashimpur, Somnathpur, Khirachora Gopinath, Gududapatna, Naraharipur, Udambar",Odisha,geonames-pin
IND843126AAA,Saraiya_Wardno4_D (Bihar),Saraiya,Bihar,843126,26.108888888888888,85.3102,"Laloo Chapra, Mirzapur, Saraiya Factory, Muza Patrahia, R.K.Malahi, Raja Rampur, Gopalpur Neora, Raghunathpur, Chakna",Bihar,geonames-pin
IND403507AAA,Panaji Goa (Goa),,Goa,403507,15.5944875,73.81,"Mapusa, Assagao, Bastora, Mapusa I.E., Moira, Camurlim, Gurim, Ucassiam",Goa,geonames-pin
IND506314AAA,Rayaparthi_Perkadrd_D (Telangana),Rayaparthi,Telangana,506314,17.673309090909093,79.57799999999999,"Kondapur, Kolanpalli, Mylaram, Thirumalaipalli, Katrepalli, Ookal Raiparthy, Kondur, Raiparthy, Muripirala, Perkaveid, Keshavapur",Telangana,geonames-pin
IND492001AAB,Raipur_Katora_IP (Chhattisgarh),Raipur,Chhattisgarh,492001,21.2845,81.8203,"Ravigram, Vivekanand Ashram, Kalibadi, Purani Basti (Raipur), Raipur H.O, Raipur Kutchery, Rajendra Nagar (Raipur), Chhotapara, Byron Bazar, Dayanand Nagar",Chhattisgarh,geonames-pin
IND110035AAC,Delhi_North_R_8 (Delhi),Delhi,Delhi,110035,28.6772,77.1573,"Onkar Nagar, Keshav Puram (North West Delhi), Power House, Sarai Rohilla, Ganeshpura, INDERLOK, Rampura",Delhi,geonames-pin
IND638701AAA,Kangayam_Thvlrsrt_D (Tamil Nadu),Kangayam,Tamil Nadu,638701,11.5152,77.4143,"Veeracholapuram, Alampadi, Keeranur, Pappinipachapalayam, Kangayam, Padiyur, Aratholuvu, Avanashipalayampudur, Kadayur, Kangayam East, Kangayam North, Kosavampalayam, Mudianerichal, Nathakattuvalasu, Olapalayam, Paranjervali, Pothiapalayam, Sivanmalai, Thambureddipalayam, Veeranampalayam",Tamil Nadu,geonames-pin
IND396105AAA,Bhilad_Umargaon_DC (Gujarat),Bhilad,Gujarat,396105,20.414688235294115,73.10410588235294,"Nandigam, Bhilad, Borlai, Dehli, Pali, Dhanoli, Kanadu, Karambeli, Zaroli, Valvada, Jamburi, Malav, Mohan, Nahuli, Karambeli R.S., Achhari, Kalai",Gujarat,geonames-pin
IND263401AAA,Kashipur_BajprDPP_D (Uttarakhand),Kashipur,Uttarakhand,263401,,,,,
IND670645AAB,Mananthavady_Central_D_1 (Kerala),Mananthavady,Kerala,670645,11.56605,76.16187777777778,"Pilakavu, Anjukunnu, Arattuthara, Edavaka, Ellumannam, Kammana, Karakkamala, Mundakutty, Nallurnad, Pudusserikadavu, Valery, Vemom, Tharuvana, Mananthavady, Vimalanagar, Pudusseri, Kunnamangalam Wayanad, Kellur",Kerala,geonames-pin
IND396001AAA,Valsad_DC (Gujarat),Valsad,Gujarat,396001,20.5967,72.8987,"Saron, Valsad Mograwadi, Valsad H.O, Valsad Mota Bazar, Ghadoi, Tithal, Khajurdi, Valsad Chhipwad, Sarodhi, Palan, Kewada, Dhamdachi",Gujarat,geonames-pin
IND152107AAA,Malout_DC (Punjab),Malout,Punjab,152107,30.218,74.4611,"Bhagwanpura, Ghumiara Khera, Burj Sidhwan, Chappian, Dabwali Rahurianwali, Faqarsar, Jand Wala Chadat Singh, Malout, Virk Khera, Malout Village",Punjab,geonames-pin
IND691551AAA,Adoor_Town_D (Kerala),Adoor,Kerala,691551,9.138319999999998,76.7133,"Manakala, Choorakode, Nellimukal, Parakoottam, Peringanad",Kerala,geonames-pin
IND152101AAA,Giddarbaha_DC (Punjab),Giddarbaha,Punjab,152101,30.27090833333333,74.68325,"Madhir, Bhaliana, Tharaj Wala, Gidderbaha, Lalbai, Daula, Peori, Sahib Chand, Husnar, Kot Bhai, Ghagga, Channu",Punjab,geonames-pin
IND473331AAA,Ashokngr_Bypassrd_D (Madhya Pradesh),Ashokngr,Madhya Pradesh,473331,24.55845555555556,77.90611481481481,"Ashoknagar H.O, Garroli, Rijoda, Narayanpur, Dhekan, Rajpur, Bhesarwas, Tumen, Taraoli, Shri Anandpur, Ratikheda, Raosar, Patkheda, Kjajuriya Kala, Hyder, Dangora Foot, Bilakhedi, Berkhedi Tumen, Barodia, Mudra Bhadra, Athaikheda, Subash Ganj Ashoknagar, Kachnar, Kukretha, Ashoknagar Collectorate, Kariyya Rai, Semrahat",Madhya Pradesh,geonames-pin
IND403002AAA,Central Goa (Goa),,Goa,403002,15.4672,73.8119,Caranzalem,Goa,geonames-pin
IND271001AAA,Gonda_KotwaliN_D (Uttar Pradesh),Gonda,Uttar Pradesh,271001,27.1328,81.9744,"Civil Line (Gonda), P A C, Gonda H.O",Uttar Pradesh,geonames-pin
