centre_code,centre_name,city,state,pin,lat,lon,pin_place,pin_state,source
IND121102AAA,Palwal (Haryana),,Haryana,121102,28.3221875,77.35564166666667,"Baroli, Aharwan, Baghola, Alawalpur, Prithla, Siaroli, Jaindapur, Phulwari, Palwal, Asaota, Amroli, Alika, New Township Palwal, Ghori, Teekri Brahman, Jawahar Nagar Palwal, Janauli, Chirwari, Chhajju Nagar, Sihol, Dhatir, Chant, Asaoti, Rasulpur",Haryana,geonames-pin
IND515301AAA,Madakasira_RTCStand_D (Andhra Pradesh),Madakasira,Andhra Pradesh,515301,13.9521,77.2948,"Aswartharayaniroppam, Amidalagondi, Haresamudram, Madakasira, Chandakacherla, Madakasira Bazaar, Gowdanahalli, Melavoy, Zilladakunta, Yerrabommanahalli, Byagarlapalli",Andhra Pradesh,geonames-pin
IND211011AAA,Allahabad_Central_D_5 (Uttar Pradesh),Allahabad,Uttar Pradesh,211011,25.5495,81.6928,"Begumsarai, Rajrooppur, Dhoomanganj, Sulem Sarai, Umarpur Neewan",Uttar Pradesh,geonames-pin
IND600076AAB,Chennai_Madhavaram_DPC (Tamil Nadu),Chennai,Tamil Nadu,600076,13.2431,79.94,Korattur RS,Tamil Nadu,geonames-pin
IND607801AAA,Neyveli_NJVNgr_D (Tamil Nadu),Neyveli,Tamil Nadu,607801,11.6048,79.521,"Block 10,neyveli, Block 24,Neyveli, Block 1,Neyveli, Neyveli 1",Tamil Nadu,geonames-pin
IND623701AAA,Paramakudi_VagaiNgr_D (Tamil Nadu),Paramakudi,Tamil Nadu,623701,9.633718181818182,78.61003636363635,"Konnapanendal, Kumarakurichi, Munaivendri, Emaneswaram, Thelichathanallur, Regunathamadai, Vendhoni, Urapuli, T.Pudukottai, Ariyanendal, Alimadurai",Tamil Nadu,geonames-pin
IND284403AAA,Lalitpur_RjghatRd_D (Uttar Pradesh),Lalitpur,Uttar Pradesh,284403,24.690305555555558,78.5013888888889,"Dhaurra, Silgan, Birdha, Patauwa, Pali, Kalyanpura, Bant, Tera, Lalitpur Railway Station, Piprai, Jakhlaun, Bamhori Kalan, Lalitpur H.O, Jamuniya, Masaura Khurd, Baarod, Baroda-bijlaun, Burhwar, Dailwara, Jeeron, Jijyawan, Kachnadakala, Katra Bazar Lalitpur, Khiriya Chhatara, Kuantala, Niwai Nibaho, Padhna, Serwans Khurd, Siddhisagar, Ghatwar, Daoni, Satarwans, Rajwara, Mirchwara, Ronda, Chadhraoo",Uttar Pradesh,geonames-pin
IND305901AAA,Beawar_DC (Rajasthan),Beawar,Rajasthan,305901,26.16305,74.64342500000001,"Sedaria, Shahpura Mohalla( Beawar ), Sendra Road (Beawar), Nehru Nagar (Beawar), Roopnagar, Bayala, Noondri-Mendratan, Noondri-Maldev, Narbad Khera, Beawar Khas, Delwara, Jalia-i, Andheri Deori, Beawar [Raj] H.O, Malpura, Beawar R.S., Suhawa, Balad, Sarmalia, Borwa",Rajasthan,geonames-pin
IND643001AAA,Ooty_Davisdle_D (Tamil Nadu),Ooty,Tamil Nadu,643001,11.4167,76.6863,"Udagamandalam Race Course, Udagamandalam Market, St Marys Hill, Charing Cross, Udagamandalam H.O",Tamil Nadu,geonames-pin
IND535001AAA,Vizianagaram_NcsRd_DC (Andhra Pradesh),Vizianagaram,Andhra Pradesh,535001,18.1169,83.4115,"Vizianagaram Market, Vizianagaram City",Andhra Pradesh,geonames-pin
IND781003AAA,Guwahati_Chandmari (Assam),Guwahati,Assam,781003,26.2528,91.5362,"Silpukhuri, Assam Tribune",Assam,geonames-pin
IND000000AFF,Darjeeling_Hillcard_DC (West Bengal),Darjeeling,West Bengal,000000,,,,,
IND341512AAA,Parbatsar_AjmhwDPP_D (Rajasthan),Parbatsar,Rajasthan,341512,26.959404761904764,74.32158571428572,"Bassi, Mayapur, Khakharki, Bhadasiya, Banwal, Bagot, Bansed, Parbatsar, Bhakhari, Gangawa, Khanpur, Jhalara, Chitai, Dhadhota, Taparwara, Rohindi, Rabariyad, Peeplad, Neniya, Kinsariya, Khokhar",Rajasthan,geonames-pin
IND733140AAA,Gangarampr_FulbaDPP_D (West Bengal),Gangarampr,West Bengal,733140,22.27858888888889,88.3206888888889,"Pransagar, Fulbari, Mahanaj, Bandighi, Rampur (South Dinajpur), Janchi, Ramkrishnapur, Deor, Panchagram",West Bengal,geonames-pin
IND000000AET,Barpeta_ShivBari_D (Assam),Barpeta,Assam,000000,,,,,
IND785682AAA,Sivasagar_Babupaty_D (Assam),Sivasagar,Assam,785682,27.0073,94.82,"Jelengi Top, Khonamukh, Dagaon, Amtoll Chintamoni, Bhitarual, Mori Jhanji, Bhogamukh, Lahowal, Napam Bekajan, Chintamoni, Tamulichiga",Assam,geonames-pin
IND454001AAA,Dhar_Trimurti_D (Madhya Pradesh),Dhar,Madhya Pradesh,454001,22.51758823529412,75.13812647058823,"Padlia, Jetpura, Sadalpur, Kesur, Teesgaon, Anarad, Kachorada, Ahu, Nalcha, Mohanpura, Bijur, Tirla, Bagdi, Nagda, Utawad, Kherod, Tornod, Dedla, Salkanpur, Sultanpur, Palwada, Biloda, Labrawda, Kotbidhota, Chikhliya, Chilur, Dhar Collectorate, Dhar H.O, Gunawad, Gulwa, Nagora, Manasa, Kalsada, Gardawad",Madhya Pradesh,geonames-pin
IND303702AAB,Chomu_ShsmlDPP_D (Rajasthan),Chomu,Rajasthan,303702,27.16508,75.69194,"Chomu, Hadota, Khadi Bagh, Sirsali, Tankarda",Rajasthan,geonames-pin
IND500032AAA,Hyd_Chandanagar_Dc (Telangana),Hyd,Telangana,500032,17.1316,78.4112,"Manuu, Gachibowli",Telangana,geonames-pin
IND518401AAA,Nandikotkr_UmarDPP_D (Andhra Pradesh),Nandikotkr,Andhra Pradesh,518401,15.696306666666668,78.17189333333333,"Bannuru, Parumanchala, Nandikotkur, Malyala, P.Lingapuram, Tummalur, Tarturu, Tarigopula, Tangadancha, Sathanikota, N.S.C.Farm, Nandikotkur-bazar, Jutur, Ganapuram, Mandlem",Andhra Pradesh,geonames-pin
IND756032AAA,Jaleswar_NaturDPP_D (Orissa),Jaleswar,Orissa,756032,21.4898,86.917,"Nayabazar Jaleswar, Jaleswar H.O",Odisha,geonames-pin
IND600008AAC,Chennai_Egmore_DPC (Tamil Nadu),Chennai,Tamil Nadu,600008,13.0717,80.2556,"Ethiraj Salai, Egmore ND, Egmore",Tamil Nadu,geonames-pin
IND442001AAA,Wardha_RamaNgr_D (Maharashtra),Wardha,Maharashtra,442001,20.76823103448276,78.6770551724138,"Mandwa, Gopuri, Waigaon Nipani, Seloo Kate, Sukali Bai, Nalwadi, Paloti, Dahegaon Gawande, Waifad, Yelakeli, Dahegaon Miskin, MGIHU, Manas Mandir-Wardha, Wardha H.O, Sawangi Meghe, Pipri Meghe, Wardha Market, Borgaon Meghe, Paunoor, YAC Wardha, Dattapur, Indira Market-Wardha, Zadgaon Gosavi, Dahegaon Gosavi, Akoli, Anji, Talegaon Talatule, Salod Hirapur, Ramnagar-Wardha",Maharashtra,geonames-pin
IND623315AAB,Oriyur_Vllyaprm_D (Tamil Nadu),Oriyur,Tamil Nadu,623315,9.8661,78.936,"Pananchayal, Nilamalagiamangalam, Vellayapuram",Tamil Nadu,geonames-pin
IND244901AAC,Rampur_ThanaDPP_D (Uttar Pradesh),Rampur,Uttar Pradesh,244901,28.78577894736842,79.10396842105263,"Aghapur, Rampur City, Koila, Purana Ganj, Daniapur, Benazir, Patwai, Nankar, Juthia, Rampur Secretariate, Madhauli, Narkhera, Nipania, Kira, Mahu Nagar, Ajit Pur, Bakania, Bara Khas, Chamroa, Chikti Ramnagar, C.R.P. Hq, Jwala Nagar, Kakrawa, Mathuraour, M.B.Rampur, Meston Ganj, Punjab Nagar, Rampur H.O, Rawari Kalan, Roshan Bag Road, C & M Store, Khusro Bagh, Rampur Chowk, Rampur Distilliry, Tehsil Rampur, Bhot, Ialam Ganj, Civil Line Rampur",Uttar Pradesh,geonames-pin
IND261201AAB,Biswan_PatelNGR_D (Uttar Pradesh),Biswan,Uttar Pradesh,261201,27.51661923076923,80.89999230769232,"Bakahuan, Ramabhari, Sadarpur, Razakarnai, Maharaj Nagar, Bhurkunda Bazar, Shivthana, Pokhra Kalan, Bilauli Nankari, Deokaliya, Dhoukalganj, Kaimahara Kalan, Kauwa Khera, Keoty Badullah, Kotra, Manikapur, Bhinaini, Bhusna, Lashkarpur, Hasnapur, Tikra, Biswan, Gurera, Ahmedabad, Sarain, Madnapur",Uttar Pradesh,geonames-pin
IND506001AAC,Warangal_Central_D_2 (Telangana),Warangal,Telangana,506001,17.9218,79.7582,"Hanamkonda H.O, Lashkar Bazar, Subedari",Telangana,geonames-pin
IND791110AAA,Naharlagun_JmpuCntr_D (Arunachal Pradesh),Naharlagun,Arunachal Pradesh,791110,27.1257,93.7072,"Naharlagun, Model Village, Yupia",Arunachal Pradesh,geonames-pin
IND852111AAA,Simrahi_Bazar_D (Bihar),Simrahi,Bihar,852111,26.2477,86.8001,"Jhila Dumari, Phulkahi, Hulas, Haripur, Finglas, Simrahi Bazar, Sahpur Prithbi Patti, Ram Bishanpur, Radha Nagar, Jia Ram Raghopur, Narainpur",Bihar,geonames-pin
IND583201AAA,Hospet (Karnataka),,Karnataka,583201,15.1096,76.5334,"Hospet H.O, Hospet Ranipet, Ananthashayanagudi, Hospet J P Nagar, Hospet Patel Nagar",Karnataka,geonames-pin
IND365560AAB,Amreli_Rajula_DC (Gujarat),Amreli,Gujarat,365560,21.009438888888887,71.43813333333333,"Shiyalbet, Mandardi, Khakhbai, Mota-agariya, Dhareshwar, Uchaiya, Kadiyali, Barbtana, Vadli, Babriyadhar, Kherali-moti, Vavera, Rajula, Bherai, Katar, Barpatoli, Kotadi, Rampara",Gujarat,geonames-pin
IND508206AAA,Kodad_VidyaNgr_D (Telangana),Kodad,Telangana,508206,16.876,79.2009,"Chilkur, Balajinagar, Chimiryala, Shantinagar, Dwarakunta, Kodad, Gondriyala, Chanupally, Ananthagiri, Ameenabad, X Roads,Kodad, Venkatramapuram, Nallabandagudem, Thammara, Ramapuram, Redlakunta, Palavaram, Mogalaikota, Komarabanda, Singavaram",Telangana,geonames-pin
IND388121AAA,Anand_VUNagar_DC (Gujarat),Anand,Gujarat,388121,22.5333,72.9,Vithal Udyognagar,Gujarat,geonames-pin
IND465333A1B,,,Madhya Pradesh,465333,23.39751,76.6791,"Shujalpur  City, Mayapur  Mangrola, Arniya  Kalan, Rolakhedi, Bhilkhedi, Tilawadmena, Alisiriya, Raipur, Shujalpur  Mandi, Dehandi",Madhya Pradesh,geonames-pin
IND689503AAB,Manthuka_Central_D_1 (Kerala),Manthuka,Kerala,689503,9.2787,76.89237142857144,"Panangad, Kaipuzha North, Manthuka, Ulanad, Ullannur, Chenneerkara, Kulanada",Kerala,geonames-pin
IND506167AAB,Jangaon_Hanmkond_D (Telangana),Jangaon,Telangana,506167,17.9218,79.7582,Jangaon H.O,Telangana,geonames-pin
IND402107AAA,Pen_BljiMrkt_D (Maharashtra),Pen,Maharashtra,402107,18.837496153846157,73.2549923076923,"Kamarli, Kandale, Washi, Kharpale, Balavali, Tarankhop, Koproli, Vadkhal, Varsai, Ransai, Rave, Sawarsai, Shirki, Dolvi, Gadab, Sonkhar, Hamrapur, Jite, Johe, Gagode Budruk, Ambeghar, Pabal, Vadhav, Dadar, Pen, Kasu",Maharashtra,geonames-pin
IND743513AAA,Fatepur_NH117_D (West Bengal),Fatepur,West Bengal,743513,22.3024,88.2334,"Fatehpur (South 24 Parganas), Sitalatala Rajarampur, Aushberia, Banganagar, Serakole, Hasimnagar, Iyarpur, Chaluary, Pikhira, Sherpur, Jafarpur",West Bengal,geonames-pin
IND209721AAB,Chhibramau_Bhainpura_D (Uttar Pradesh),Chhibramau,Uttar Pradesh,209721,27.121417647058824,79.57014705882354,"Akbarpur, Nigoh, K. P. Banwari, Merapur Garhiya, Naugai, Jafrabad, Mighauli, Bahbalpur, Khubariapur, Nandlalpur, Khojipur, Hathin, Kasawa, Galla Mandi CBR, Bazaria Chhibramau, Chhibramau, Prempur",Uttar Pradesh,geonames-pin
IND473001AAA,Guna_HnumnDPP_D (Madhya Pradesh),Guna,Madhya Pradesh,473001,24.471822222222222,77.42711111111112,"Khejra, Haripur, Mawan, Guna H.O, Guna Bazar, Pagara, Guna Cantt, Guna Collectorate, Guna City",Madhya Pradesh,geonames-pin
IND206122AAA,Auraiya_AryaNagr_D (Uttar Pradesh),Auraiya,Uttar Pradesh,206122,26.53222083333333,79.4659625,"Burhadana, Khanpur, Panhar, Ayana, Bharsen, Auraiya H.O, Kakhaotoo, Badharipur, Narainpur (Auraiya), Sahabda, Bhaupur, Ikaurapur, Bamuripur, Sherpur Saraiya, Kudarkot, Keontra, Haidarpur, Luhiapur, Jaitapur, Kharka, Chirhuli, Sanphar, Tilak Nagar, Daulatpur",Uttar Pradesh,geonames-pin
IND676509AAA,Malappuram_Munduprm_D (Kerala),Malappuram,Kerala,676509,11.078525,76.1184,"Anakkayam, Munduparmba, Irumbuzhi, Perimbalam",Kerala,geonames-pin
IND282001AAA,Agra_Idgah_P (Uttar Pradesh),Agra,Uttar Pradesh,282001,27.062847368421057,78.07986315789474,"Taj, Tajganj, Rakabganj, Balu Ganj, Namner, P.R.R, G. L. Emporiaumi, Sarai Khawaja, 509 Command, Deori Road, Indrapuram, Idgha Colony, Hotal Clarkshiraj, Sultan Pura, Agra H.O, Agra Barrcks, Sadar Bazar (Agra), 15 Btn PAC Agra, Seola Jat",Uttar Pradesh,geonames-pin
IND580002AAA,Dharwad_Dc (Karnataka),Dharwad,Karnataka,580002,15.4287,75.0705,"Dharwad S D M E college, Dharwad Tejaswi Nagar, Dharwad Saraswatpur",Karnataka,geonames-pin
IND691305AAA,Punalur_PostofJN_D (Kerala),Punalur,Kerala,691305,8.916,76.8769,Punalur H.O,Kerala,geonames-pin
IND573116AAA,Channaraya_patna_D (Karnataka),Channaraya,Karnataka,573116,12.906370588235294,76.39774117647059,"Dindagur, Bindenahalli, Gowdagere, Adagur, Agrahara, Channarayapatna, Mattanavile, Srinivaspura, Halebelagola, Sagathavalli, Gulsinda, Gollarahosahalli, Janivara, Anekere, Nallur, Kalkere, Kumbenahalli",Karnataka,geonames-pin
IND532421AAA,Narasnpeta_HudcoDPP_D (Andhra Pradesh),Narasnpeta,Andhra Pradesh,532421,18.36808333333333,83.86065833333333,"Piruvada, Narasannapeta Market, Mabagam, Komarti, Kambakaya, Jaduru, Idulavalasa, Madapam, Narasannapeta, Makivalasa, Devadi, Satyavaram",Andhra Pradesh,geonames-pin
IND516115AAA,Rajampet_RSRoad_D (Andhra Pradesh),Rajampet,Andhra Pradesh,516115,14.2071,79.2854,"Rajampet H.O, Rajampet Rs",Andhra Pradesh,geonames-pin
IND175001AAA,Mandi_PlaceCol_D (Himachal Pradesh),Mandi,Himachal Pradesh,175001,31.703824,76.936288,"Randhara, Khaliar, Dudar, Tilli, Alathu, Pali, Nanawan, Tandu, Talyahar, Jail Road (Mandi), Mandi H.O, Mangwain Mohalla, Paddal, Purani Mandi, Sadyana, Tand Galu, Rehardhar, Padhiun, Majhwar, Kotmorse, Bijni, Tarnoh, Bari Gumanu, Bir, Drang",Himachal Pradesh,geonames-pin
IND507111AAA,Bhadrachalam_ITDARd_D (Telangana),Bhadrachalam,Telangana,507111,17.2094,80.3654,"Bhadrachalam H.O, B.R.Colony, Ramalayam",Telangana,geonames-pin
IND125033AAA,Hansi_DelRdDPP_D (Haryana),Hansi,Haryana,125033,29.10906896551724,75.9753448275862,"Kumbha, Ghirai, Kharkari, Hazampur, Puthimangal Khan, Dhani Peeranwali, Hansi City, Mehanda, Jamauri, Sindher, Mini Secretariat Hansi, Petwar, Chanot, Khokha, Garhi, Shaikhpura, Hansi, Bhatla, Kulana, Thurana, Umra, Dhana Kalan, Sultanpur, Dhana Khurd, Sorkhi, Dhanderi, Anaj Mandi Hansi, Barwala Road Hansi, T C Hansi",Haryana,geonames-pin
IND262001AAA,Pilibhit_ViksClny_D (Uttar Pradesh),Pilibhit,Uttar Pradesh,262001,28.557514285714287,79.90453714285715,"Lalauri Khera, Suhas, Station Road Pilibhit, Roopur Kamaloo, Richhaula, Piparia Agroo, Pilibhit City, Mala Colony, Baratbhoj, Sardar Nagar, Pilibhit Chowk Ndedso, Khundara, Khakra, Kanakore, Kalyanpur Khas, Gehluiya, Ganesh Ganj (Pilibhit), Gajraula Kalan, Bithora Kalan, Sarauri, Shahi, Nizamdandi, Chandoi, Jahanabad, Bhikaripur, Dalelganj, Sakhaula, Jaitpur, Maktul, Lalpur, Dang, Bahanpur, Pilibhit H.O, Pilibhit Kutchery, Khamaria Pull",Uttar Pradesh,geonames-pin
IND742202AAA,Dhulian_RatanDPP_D (West Bengal),Dhulian,West Bengal,742202,24.587455,87.95514,"Bhabanipur, Kankuria, Bahagalpur, Lalpur, Dogachi, Mahadebnagar, Ratanpur, Nayansukh, Malancha, Bhasai Paikar, Kuli, Dhuliyan, Deonapur, Momrejpur, Amtala (Mobile), Arjunpur (MurshidabB.O, Jafraganj, Chakshyapur, Tinpukuria, Anantapur",West Bengal,geonames-pin
IND203131AAA,Khurja_Pnjbiyon_D (Uttar Pradesh),Khurja,Uttar Pradesh,203131,28.302732142857145,77.99709642857144,"Bhatwara, Kalena, Raniaoli, Arniya, Bada Gaon, Bagrai  Khurd, Bichoula, Dharpa Chuhar Pur, Dinoul, Dushehra Kherli, G T Road  Khurja, Kehroula, Khurja  Chowk, Meerpur, Nagla Mahiuddinpur, Roop  Wash Pachgain, Seekri, Senda  Faridpur, Agaura  Hameerpur, Shahbaz Pur, Subhash  Road  Khurja, Surjawaly, Kirra, Jarara, Muni, Khurja H.O, Munda  Khera, Jawal",Uttar Pradesh,geonames-pin
IND561207AAB,Bagepalli_TBCross_D (Karnataka),Bagepalli,Karnataka,561207,13.509125,77.85386249999999,"Gulur, Chendur, Bagepalli, Thimmampalli, Hosahudya, Paragodu, Mallasandra, Mittemari, Nallappareddipalli, Naravalapalli, Kothakote, Yallampalli, Maraganakunte, Neerantipalli, Chenchurayanapalli, Gorthapalli",Karnataka,geonames-pin
IND712103AAA,Hoogly_Bandel_D (West Bengal),Hoogly,West Bengal,712103,22.9088,88.3967,"Pipulpati, BIKRAMNAGORE BALI, Tamlipara, Kapasdanga Roybazarcolony, Rabindranagar, Hooghly",West Bengal,geonames-pin
IND209111AAA,Pukhrayan_Arulimod_D (Uttar Pradesh),Pukhrayan,Uttar Pradesh,209111,26.35033333333333,79.84047777777778,"Pukhrayan, Gauri Karan, Akauri, Bhognipur, Haramau, Hansemau, Kachhigaon, Chowki, Saray",Uttar Pradesh,geonames-pin
IND621802AAA,Jayamkondan_Chithbrm_D (Tamil Nadu),Jayamkondan,Tamil Nadu,621802,11.1878,79.34713333333333,"Jayamkondacholapuram, Kaluvanthondi, Angarayanallur, JC Puram West, Periyavalayam, Sengunthapuram, Chinnavalayam, Kilakudiyiruppu, Karadikulam",Tamil Nadu,geonames-pin
IND123401AAB,Rewari_YuktiDPP_D (Haryana),Rewari,Haryana,123401,28.252023333333334,76.60522666666667,"Bharawas, Majra Sheoraj, Sangwari, Musepur, Bithwana, Mastapur, Jatusa R.S., Mohidinpur, Gokal Bazar Rewari, Budhpur, Dehlawas Gulabpur, Garhi Bolni, Model Town  Rewari, B B Ashram, Bikaner, Boria Kamalpur, Tehsil Road Rewari, New Anaz Mandi Rewari, Khandora, Gokalgarh, Sulkha, Karnawas, Saharanwas, Nangal Pathani, Nangli Godha, Rewari, Mohanpur, Rohrai, Majra Gurdas, Kankarwali Rewari",Haryana,geonames-pin
IND147001AAD,Patiala_GainMrkt_L (Punjab),Patiala,Punjab,147001,30.3793,76.1644,"Bahera Road Patiala, Sheran Wala Gate Patiala, Patiala H.O, Dukhniwaran Sahib, NSNIS Patiala, Civil Lines Patiala, Ragho Majra Patiala, Patiala City, Jaurian Bhattian, Medical College (Patiala), Law Court",Punjab,geonames-pin
IND247667AAA,Roorkee_Dc (Uttarakhand),Roorkee,Uttarakhand,247667,29.914396,77.92909600000002,"Sapper Bazar, Manu Bas, Marghoobpur, Training Battalian, Sohelpur Sikroda, Shanti Nagar, Saliyar, Salempur Rajputana, Roorkee Kutchery, Bharapur Bhori, Dandera Khwaspur, Ganesh Vatika, Roorkee Cantt, Ramnagar (Haridwar), I.I.T Roorkee, Kota Muradnagar, Dhanauri, Ganeshpur, Belra, Mewar Kalan, Roorkee H.O, Piran Kaliyar, Paniyala, Imalikhera, Roorkee City",Uttarakhand,geonames-pin
IND251309AAB,Budhana_Busstand_D (Uttar Pradesh),Budhana,Uttar Pradesh,251309,29.256008,77.495944,"Nagwa, Dabheri Rasulpur, Grahi Noabad, Itawa, Raipur Aterna, Budhana, Barkata, Luhsana, Hussainpur Kalan, Kamruddin Nagar, Tanda Majara, Bitawada, Reoli Nagla, Nai Abadi Budhana, Hussainabad Bhanwara, Kuralsi, Kurthal, Alipur Aterna, Garhi Sakhawatpur, Jaula, Kurawa, Toda, Loi Sarai, Mohmand Pur Rai Singh, Baroda",Uttar Pradesh,geonames-pin
IND515671AAA,Dharmavram_SaiNgr_D (Andhra Pradesh),Dharmavram,Andhra Pradesh,515671,14.46,77.9602,"Dharmavaram H.O, Dharmavaram Bazar",Andhra Pradesh,geonames-pin
IND147105AAA,Patran_MheshNGR_D (Punjab),Patran,Punjab,147105,30.0203,76.1857,"Gulhar, Taipur, Shutrana, Khanewal, Jogewal, Gurlzarpur, Duttal, Duggal, Arno, Beharjach, Daftari Wala, Kartarpur, Harayu Khurd, Patran, Shergarh, Nial",Punjab,geonames-pin
IND624101AAA,Kodaikanal_Athithnr_DC (Tamil Nadu),Kodaikanal,Tamil Nadu,624101,10.335435294117646,77.6861588235294,"Adukkam, Perumalmalai, Attuvampatti, Srinivasapuram, Prakasapuram, Vellagavi, Shenbaganur, Machur, Naidupuram, Vilpatti, Kumburvayal, Vadagounji, Melpallam, Pallangi, Palamalai, Perumpallam, Kodaikanal",Tamil Nadu,geonames-pin
IND533242AAA,Razole_Shanthi_D (Andhra Pradesh),Razole,Andhra Pradesh,533242,17.1885,82.0118,Razole H.O,Andhra Pradesh,geonames-pin
IND581320AAA,Bhatkal_KmkshBul_D (Karnataka),Bhatkal,Karnataka,581320,14.021213333333332,74.55461333333332,"Mavinkurve, Bhatkal, Bhatkal Bazar, Konar, Jali, Navayat Colony, Yelvadikavur, Marukeri, Gorte, Hadavalli, Heble, Muttolli, Hadil, Mundalli, Belke",Karnataka,geonames-pin
IND679303AAA,Sankaramangalam_Central_D_1 (Kerala),Sankaramangalam,Kerala,679303,10.8129,76.21586666666667,"Pattambi, Nhangattiri, Kolikkottusseri, Muduthala, Perumudiyur, Kodumunda, Kizhayur, Amayur, Sankaramangalam",Kerala,geonames-pin
IND803213AAA,Barh_Malahi_D (Bihar),Barh,Bihar,803213,25.42878888888889,85.62449444444445,"Tajnipur, Saksohra, Achuara, Mobarakpur, Ekdanga, Mahammadpur, Andauli, Bhatgaon, Khajurar, Barh (Patna), Chaknawada, Atnama, Barh Court, Berhana, Darveshpur, Hazipur Belaur, Masathu, Nadama Tola",Bihar,geonames-pin
IND413307AAB,Sangola_Central_DPP_2 (Maharashtra),Sangola,Maharashtra,413307,17.572635294117646,75.40788823529411,"Waki(Sangola), Junoni, Yelmarmangewadi, Akola Wasud, Watambre, Wadhegaon, Udanwadi, Shivane, Medshingi, Ekhatpur, Sangola Town (Sangola), Rajuri, Chincholi, Kamalapur, Pachegaon, Hatid, Sangola",Maharashtra,geonames-pin
IND600016AAA,Airport (Tamil Nadu),,Tamil Nadu,600016,12.9846,80.1747,"Meenambakkam, Chennai Airport, St.Thomas Mount H.O, Alandur(Reopened W.E.F.6.6.05)",Tamil Nadu,geonames-pin
IND783370AAB,Kokrajhar_HplrdDPP_D (Assam),Kokrajhar,Assam,783370,26.4567,90.2525,"Ultapani, Haloadal, Simbargaon, Shantinagar (Kokrajhar), Titaguri, Rangalikhata, Rainadabri, Kokrajhar H.O, Khargaon, Magurmari, Kashipara Bhotgaon, Bishmuri, Boro Gendrabil, Chandrapara, Daloabari, Kokrajhar Bagicha, Haltugaon",Assam,geonames-pin
IND341001AAC,Nagaur_KisanCo_D (Rajasthan),Nagaur,Rajasthan,341001,27.117388372093025,73.7966534883721,"Chawandiya, Pabusar, Daru, Sukhwasi, Bher, Bhakrod, Singar, Bhadana, Nagaur H.O, Tantwas, Alai, Panchori, Rohini, Anwaliyasar, Chau, Kalri, Kharnal, Janewa, Nagaurcity, Balaya, Bansiwala Temple, Bhadwasi, Bhundel, Chenar, Chuntisara, Datina, Deu, Ganthilasar, Gogelao, Gudhabhagwandas, Jalaniyasar, Jharisara, Jodhiyasi, Karnu, Kharikaramsota, Phirod, Sadokan, Satheran, Shyamsar, Sinod, Tankala, Tausar, Unthwaliya",Rajasthan,geonames-pin
IND573134AAB,Sakleshpur_RgvdrDPP_D (Karnataka),Sakleshpur,Karnataka,573134,12.92021875,75.85050625,"Maranahalli, Malali, Donigal, Anemahal, Hebbasale, Halebelur, Matasagara, Nidigere, Kumbaradi, Byakaravalli, Shukravarasanthe, Kyanahalli, Arekere, Kadamane, Heggadde, Sakleshpur",Karnataka,geonames-pin
IND713130AAA,Katwa_BSarani_D (West Bengal),Katwa,West Bengal,713130,23.4278,87.7677,"Katwa Station Bazar, Katwa H.O, Katwa College, Katwa Bazar, Atuhatpara",West Bengal,geonames-pin
IND335001AAA,Ganga Nagar_DC (Rajasthan),Ganga Nagar,Rajasthan,335001,29.444884,73.585208,"Rohiranwali Rathan, 15 Z, 12z, Kalian, 11 Z, Block Area, Mohanpura, Sahuwala, 10 Z, Goushala Road, Sadhuwali, Rohirawali Suthran, Mukarjee Nagar, Mandi Sriganganagar, Khatlabana, Sriganganagar H.O, Fathui, Chakbhagsar, Chak 5 E Chhoti, Chak 20 GG, 3 Y, Purani Abadi, Maderan, Sriganganagar Rs, Chak 5 Ll",Rajasthan,geonames-pin
IND364290AAA,Bhavnagar_Mahuva_DC (Gujarat),Bhavnagar,Gujarat,364290,21.550325,71.89627916666667,"Belampur, Naip, Khared, Talgajarda, Konjli, Lusdi, Madhiya, Mahuva Bazar, Rajavadar, Mahuva (Bhavnagar), Ratol, Sathra, Mota Zadra, Vaghnagar, Nana Jadra, Nesvad, Dudheri, Kumbhan, Bhadra, Gundarni, Tared, Dundas, Katpar, Mahuva Gandhibaug",Gujarat,geonames-pin
IND423105AAA,Malegaon_Rawlgaon_D (Maharashtra),Malegaon,Maharashtra,423105,20.52479411764706,74.50722352941177,"Sayne BK, Dahiwal, Vajirkheda, Ronzane, Vadgaon, Sherul, Malegaon Camp, Deoghat, Karanjgavan, Padalde, Soygaon, Khadki, Kukane, Kalwadi, Tehare, Chinchgavan, Tokade",Maharashtra,geonames-pin
IND506343AAA,Mulugu_LaxmiNGR_D (Telangana),Mulugu,Telangana,506343,17.9218,79.7582,"Bandarupalli, Inchencherupalli, Keshavapur, Madanpalli, Jakaram, Jaggannapet, Abbapur, Narsapur, Mulug",Telangana,geonames-pin
IND531163AAA,Bheemunipatnam_SaiTempl_D (Andhra Pradesh),Bheemunipatnam,Andhra Pradesh,531163,17.905691666666666,83.16409166666666,"Boyapalem, Kothaparadesipalem, Rayapalem, Boddapalem, Chepaluppada, J.V.Agraharam, Kapuluppada, INS Kalinga, Vellanki, Nerellavalasa, Peddipalem, Bheemunipatnam",Andhra Pradesh,geonames-pin
